01	62bad768cb231a4a046817402d6dd226
02	bd15c60f788342898fdb0655d3adf007
03	fc1f16aa23a791da2f7ea21197c04bb1
04	fe6bd8269218fe0b578cb9777438a59f
05	dbb2127234a45c5d4a4bb6f60b383d49
06	5dd7f2ac59d33639e73a88b1fd2a2b60
07	bb788c94470b1f8bdfbcc77fa0114388
08	aab65b34774381fb2798f60cb763addb
09	d498dcf3a3ffc7b1b8f31869c8484bc0
10	cefccb88ed4ee8954e8faa5d32ef5bbd
11	9fee29b35290081c23566b497a7d004c
12	6b32eae9923e12e00d279d34362e1d35
13	d1a5b782c127f11bb490e2514a27810b
14	b8df3fcffc24652c639c608875c297e9
15	296b7e02a66c0b38b52ca5b805f1d732
16	3c1e42681c4173902842214b9db8cbdd
17	ccf8619e494db7fe0ff8785fd87042b5
18	79838479886b809f561eb598ca307efd
19	0dc70b927810ec62e64ee3f7d3751de0
20	879b38215122d39daf5dcbe77ef51a56
21	c2b14ced6cd392540ea5b9cfd0799390
22	c2ed96b889be6bf646fc4734b1fa04ad
23	10212d5ddaabb89e9a7645a20a253bde
24	bea93c0c71d65e8e782434f2c7d6e3a3
25	6c7a5b4f0192672a867963ac61dbfee8
26	85625a3130a0de36f4ab67e69cd36335
27	7a18fe05c635c8745e8400cc7a9f552c
28	53aaa34cf8fbb41b66831506ae918def
29	416e2a236dd1027281f4a280c1e71474
30	ba1adbfe06a6e618ebe7dcf3776b166f
31	10f6804e36cc9385133a8ff72530ac2b
32	a84300d01f66d9213efbcca47c67c146
33	e291d4633332ea32a4bc312edb0348f2
34	284c03f0efeb00667911d26bb90ee73d
35	5929815d3a8b332cb48a530e193012d6
36	6bf9f87ee1e27f12651aaef6cff6d1e5
37	bdd55dca4564b7452e1254851ecc37f7
38	f1d2ad62b6282abd2453f67b7c770e81
39	b1303735e1bf502b2cb57a8bfa0ff7b7
40	ede66663281120718e68319767aa5895
41	d5e03c3523b0e628f17a580594793f49
42	0773beb8b60bceb201b320f015fa421f
43	57a149f8f9ddc679723998ff9e8dcb88
44	5ee693d81db8b97f036d76fd7b76986e
45	e8cf1e37d41242f1894f9a4c4a02f9fc
46	13e1567765a149686b07fad4cac1dcff
47	2f7963c6fe8973ddb746dca8a147fe02
48	384a486e001d9fb21e053addb63bb5c0
49	3d2866a8bdbb3c8b1b670ca5c76687a8
50	504511ce9bec824799edcb7434d16705
